SIFID,d15N,d13C,WtN,WtC,CN,Comments,fishID,SampType,Stream,SampYR,SampDate,SiteID,SpecCode,TL_mm,Wt_g,Sex,Source,d13C.norm,trophic
FH568,11.3122344,-27.7074864,12.9029963,47.1391786,3.653351323,NA,2016-MB04-JDT-05,BODY,MedBow,2016,8/25/16,MB04,JDT,51,1.41,UNK,Maitland,-27.41066859,NA
FH566,11.175636,-27.7003968,13.4331719,48.3816468,3.601654707,NA,2016-MB04-JDT-04,BODY,MedBow,2016,8/25/16,MB04,JDT,54,1.39,UNK,Maitland,-27.45475864,NA
FH565,11.8556148,-27.7692672,13.2267248,47.5396459,3.594211463,NA,2016-MB04-JDT-01,BODY,MedBow,2016,8/25/16,MB04,JDT,49,1.14,UNK,Maitland,-27.53099785,NA
FH570,11.6517216,-28.0052496,12.6225281,46.4770193,3.682068991,NA,2016-MB04-SDS-06,BODY,MedBow,2016,8/25/16,MB04,SDS,52,1.33,UNK,Maitland,-27.6800013,NA
FH569,10.989822,-27.7996512,13.8730968,48.5430259,3.499076421,NA,2016-MB04-JDT-03,BODY,MedBow,2016,8/25/16,MB04,JDT,54,1.49,UNK,Maitland,-27.7996512,NA
FH595,12.5094792,-26.5235232,13.699154,50.9352344,3.718129922,NA,2016-MB04-BNT-02,M1,MedBow,2016,8/25/16,MB04,BNT,232,185.18,UNK,Maitland,-26.16257458,NA
FH588,12.0454464,-26.9175024,14.1228727,47.974638,3.396946147,NA,2016-MB04-BNT-03,M1,MedBow,2016,8/25/16,MB04,BNT,196,82.36,UNK,Maitland,-26.9175024,NA
FH599,12.5255496,-26.9772576,14.3715535,48.2956911,3.360505954,NA,2016-MB04-BNT-01,M1,MedBow,2016,8/25/16,MB04,BNT,184,71.78,UNK,Maitland,-26.9772576,NA
FH450,12.998622,-26.7341856,14.2978669,49.9245917,3.491751046,NA,2016-MB04-BNT-06,M1,NA,NA,NA,NA,NA,NA,NA,NA,Maitland,-26.7341856,NA
FH585,12.9343404,-26.727096,13.4389852,49.6701701,3.695976248,NA,2016-MB04-BNT-05,M1,MedBow,2016,8/25/16,MB04,BNT,237,183.52,UNK,Maitland,-26.38807951,NA
FH597,12.6440688,-26.0849808,14.1358373,48.3790392,3.422438882,NA,2016-MB04-BNT-04,M1,MedBow,2016,8/25/16,MB04,BNT,215,116.75,UNK,Maitland,-26.0849808,NA
FH543,9.588684,-28.1743872,13.8880746,49.2843683,3.548682573,NA,2016-MB04-LND-03,M1,MedBow,2016,8/25/16,MB04,LND,93,8.89,M,Maitland,-27.98119145,NA
FH555,11.6215896,-27.243624,13.6763005,50.1248759,3.665090271,NA,2016-MB04-LND-01,M1,MedBow,2016,8/25/16,MB04,LND,81,4.59,F,Maitland,-26.93518463,NA
FH544,11.5342068,-29.5993968,9.9354855,56.3927652,5.675894268,NA,2016-MB04-LND-04,M1,MedBow,2016,8/25/16,MB04,LND,87,6.45,UNK,Maitland,-27.30026147,NA
FH547,11.6858712,-27.5160672,14.1074481,50.4258659,3.574414419,NA,2016-MB04-LND-06,M1,MedBow,2016,8/25/16,MB04,LND,86,4.4,UNK,Maitland,-27.29739693,NA
FH545,11.6868756,-28.7840928,11.4081509,54.4395272,4.771985195,NA,2016-MB04-LND-05,M1,MedBow,2016,8/25/16,MB04,LND,93,6.92,UNK,Maitland,-27.37982746,NA
FH551,11.3423664,-28.4954448,11.1722078,54.2702528,4.85761219,NA,2016-MB04-LND-02,M1,MedBow,2016,8/25/16,MB04,LND,80,4.77,F,Maitland,-27.00640873,NA
FH525,11.61255,-27.2375472,14.2634482,47.329772,3.31825596,NA,2016-MB04-CKC-02,M1,MedBow,2016,8/25/16,MB04,CKC,147,36.43,M,Maitland,-27.2375472,NA
FH536,12.009288,-27.0116928,14.0689185,47.9861358,3.410790659,NA,2016-MB04-CKC-01,M1,MedBow,2016,8/25/16,MB04,CKC,96,10.73,M,Maitland,-27.0116928,NA
FH519,11.8465752,-26.3635008,14.3660471,47.4730005,3.304527694,NA,2016-MB04-CKC-03,M1,MedBow,2016,8/25/16,MB04,CKC,133,26.43,M,Maitland,-26.3635008,NA
FH517,12.7846848,-26.3209632,14.6645417,47.9464426,3.269549338,NA,2016-MB04-CKC-04,M1,MedBow,2016,8/25/16,MB04,CKC,177,59.67,F,Maitland,-26.3209632,NA
FH534,11.6004972,-26.4870624,14.3379399,48.9912662,3.416897165,NA,2016-MB04-CKC-09,M1,MedBow,2016,8/25/16,MB04,CKC,82,5.83,UNK,Maitland,-26.4870624,NA
FH523,11.7170076,-27.1453824,14.1612051,47.9309751,3.384667813,NA,2016-MB04-CKC-05,M1,MedBow,2016,8/25/16,MB04,CKC,126,26.9,F,Maitland,-27.1453824,NA
FH524,12.2312604,-26.337168,13.9516605,46.9022972,3.361771683,NA,2016-MB04-CKC-06,M1,MedBow,2016,8/25/16,MB04,CKC,125,21.7,M,Maitland,-26.337168,NA
FH539,11.83854,-26.5022544,13.9573477,47.6736715,3.415668401,NA,2016-MB04-CKC-08,M1,MedBow,2016,8/25/16,MB04,CKC,90,8.62,F,Maitland,-26.5022544,NA
FH529,11.58744,-26.4850368,14.2529222,47.2362877,3.314147586,NA,2016-MB04-CKC-07,M1,MedBow,2016,8/25/16,MB04,CKC,115,17.2,F,Maitland,-26.4850368,NA
FH512,9.8377752,-29.5102704,12.1433176,45.8977783,3.779673711,NA,2016-MB04-CKC-11,BODY,MedBow,2016,8/25/16,MB04,CKC,53,1.68,YOY,Maitland,-29.08839343,NA
FH508,NA,NA,NA,NA,NA,Sample lost during the analysis. Rerun the sample.,2016-MB04-CKC-13,BODY,MedBow,2016,8/25/16,MB04,CKC,47,1.23,YOY,Maitland,NA,NA
FH513,NA,NA,NA,NA,NA,Sample lost during the analysis. Rerun the sample.,2016-MB04-CKC-20,BODY,MedBow,2016,8/25/16,MB04,CKC,52,1.46,YOY,Maitland,NA,NA
FH577,NA,NA,NA,NA,NA,Sample lost during the analysis. Rerun the sample.,2016-MB04-CKC-16,BODY,MedBow,2016,8/25/16,MB04,CKC,37,0.95,YOY,Maitland,NA,NA
FH509,NA,NA,NA,NA,NA,Sample lost during the analysis. Rerun the sample.,2016-MB04-CKC-17,BODY,MedBow,2016,8/25/16,MB04,CKC,54,1.72,YOY,Maitland,NA,NA
NA,14.8,-26.4,14,50,3.6,NA,NA,NA,Laramie,2016,8/19/16,LR07,CCF,738,NA,NA,Hick,-26.156,NA
NA,10.8,-25.1,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,CKC,61,NA,NA,Hick,-25.1,NA
NA,10.6,-25,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,CKC,66,NA,NA,Hick,-25,NA
NA,10,-25.1,15,49.8,3.3,NA,NA,NA,Laramie,2016,8/18/16,LR07,CKC,94,NA,NA,Hick,-25.1,NA
NA,10.9,-25.1,14.4,49.1,3.4,NA,NA,NA,Laramie,2016,8/18/16,LR07,CKC,95,NA,NA,Hick,-25.1,NA
NA,10.8,-25.5,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,CKC,122,NA,NA,Hick,-25.5,NA
NA,10.7,-25.5,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,CKC,122,NA,NA,Hick,-25.5,NA
NA,10.3,-25.7,15.1,49.7,3.3,NA,NA,NA,Laramie,2016,8/18/16,LR07,CKC,128,NA,NA,Hick,-25.7,NA
NA,9.8,-27.2,13.1,43.9,3.3,NA,NA,NA,Laramie,2016,8/19/16,LR07,CRP,48,NA,NA,Hick,-27.2,NA
NA,9.8,-26.5,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,CRP,83,NA,NA,Hick,-26.5,NA
NA,9.6,-25.5,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,CRP,99,NA,NA,Hick,-25.5,NA
NA,9.8,-26.3,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,CRP,104,NA,NA,Hick,-26.3,NA
NA,9.7,-25.3,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,CRP,104,NA,NA,Hick,-25.3,NA
NA,9,-26.1,NA,NA,3.3,NA,NA,NA,Laramie,2016,,LR07,CRP,105,NA,NA,Hick,-26.1,NA
NA,9.8,-27.3,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,CRP,111,NA,NA,Hick,-27.3,NA
NA,9.9,-27,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,CRP,114,NA,NA,Hick,-27,NA
NA,8.7,-25.2,14.1,47.1,3.3,NA,NA,NA,Laramie,2016,9/1/16,LR07,CRP,148,NA,NA,Hick,-25.2,NA
NA,9.7,-23.8,14.6,47.7,3.3,NA,NA,NA,Laramie,2016,9/1/16,LR07,CRP,171,NA,NA,Hick,-23.8,NA
NA,12.1,-27.4,13.5,48.1,3.6,NA,NA,NA,Laramie,2016,,LR07,CRP,NA,NA,NA,Hick,-27.156,NA
NA,11.4,-25.4,13.9,49.3,3.5,NA,NA,NA,Laramie,2016,9/1/16,LR07,CRP,NA,NA,NA,Hick,-25.4,NA
NA,9.7,-25.9,13.7,46.2,3.4,NA,NA,NA,Laramie,2016,8/18/16,LR07,CSH,76,NA,NA,Hick,-25.9,NA
NA,9.6,-25.6,15.1,48.5,3.2,NA,NA,NA,Laramie,2016,8/18/16,LR07,CSH,96,NA,NA,Hick,-25.6,NA
NA,9.5,-25.4,14.3,49.3,3.5,NA,NA,NA,Laramie,2016,8/29/16,LR07,CSH,98,NA,NA,Hick,-25.4,NA
NA,9.9,-25.6,13.6,49.2,3.6,NA,NA,NA,Laramie,2016,8/29/16,LR07,CSH,133,NA,NA,Hick,-25.356,NA
NA,11.1,-25.8,14.4,49.4,3.4,NA,NA,NA,Laramie,2016,8/29/16,LR07,CSH,152,NA,NA,Hick,-25.8,NA
NA,10.1,-27.4,12.9,44.8,3.5,NA,NA,NA,Laramie,2016,8/29/16,LR07,FHM,43,NA,NA,Hick,-27.4,NA
NA,10.4,-26.6,NA,NA,4.1,NA,NA,NA,Laramie,2016,,LR07,FHM,47,NA,NA,Hick,-25.861,NA
NA,10.3,-26.6,NA,NA,4.1,NA,NA,NA,Laramie,2016,,LR07,FHM,47,NA,NA,Hick,-25.861,NA
NA,9.4,-26.3,13,51.6,4,NA,NA,NA,Laramie,2016,8/29/16,LR07,FHM,50,NA,NA,Hick,-25.66,NA
NA,9.5,-27.3,NA,NA,3.8,NA,NA,NA,Laramie,2016,,LR07,FHM,50,NA,NA,Hick,-26.858,NA
NA,9.3,-26.4,NA,NA,3.7,NA,NA,NA,Laramie,2016,,LR07,FHM,55,NA,NA,Hick,-26.057,NA
NA,9.9,-27,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,FHM,60,NA,NA,Hick,-27,NA
NA,10.7,-26.2,15,49.1,3.3,NA,NA,NA,Laramie,2016,8/29/16,LR07,GSF,63,NA,NA,Hick,-26.2,NA
NA,9.7,-26.6,12.3,47.2,3.8,NA,NA,NA,Laramie,2016,8/19/16,LR07,GSF,65,NA,NA,Hick,-26.158,NA
NA,10.7,-26.1,14.5,49.1,3.4,NA,NA,NA,Laramie,2016,8/29/16,LR07,GSF,72,NA,NA,Hick,-26.1,NA
NA,9.9,-25.6,14.9,49.1,3.3,NA,NA,NA,Laramie,2016,9/1/16,LR07,GSF,76,NA,NA,Hick,-25.6,NA
NA,10.3,-25.4,14.1,47.4,3.3,NA,NA,NA,Laramie,2016,8/22/16,LR07,GSF,76,NA,NA,Hick,-25.4,NA
NA,11.2,-25.5,7.5,23.9,3.2,NA,NA,NA,Laramie,2016,8/29/16,LR07,GSF,119,NA,NA,Hick,-25.5,NA
NA,11.3,-25.6,14.4,49.1,3.4,NA,NA,NA,Laramie,2016,8/29/16,LR07,GSF,121,NA,NA,Hick,-25.6,NA
NA,9.8,-25.7,12.9,46.8,3.6,NA,NA,NA,Laramie,2016,9/1/16,LR07,IDT,50,NA,NA,Hick,-25.456,NA
NA,9.4,-26.1,13,45.9,3.5,NA,NA,NA,Laramie,2016,8/22/16,LR07,IDT,52,NA,NA,Hick,-26.1,NA
NA,11.3,-24.4,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,lgCKC,124,NA,NA,Hick,-24.4,NA
NA,11.4,-23.9,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,lgCKC,133,NA,NA,Hick,-23.9,NA
NA,11,-25.1,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,lgCKC,144,NA,NA,Hick,-25.1,NA
NA,11.8,-24.3,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,lgCKC,145,NA,NA,Hick,-24.3,NA
NA,11.6,-24.4,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,lgCKC,172,NA,NA,Hick,-24.4,NA
NA,11.9,-24.3,NA,NA,3.3,NA,NA,NA,Laramie,2016,,LR07,lgCKC,179,NA,NA,Hick,-24.3,NA
NA,9.7,-25.2,14.4,47.4,3.3,NA,NA,NA,Laramie,2016,8/22/16,LR07,lgSMB,140,NA,NA,Hick,-25.2,NA
NA,11.5,-24.4,NA,NA,3.3,NA,NA,NA,Laramie,2016,,LR07,lgSMB,159,NA,NA,Hick,-24.4,NA
NA,11.7,-25.5,14.4,46.7,3.2,NA,NA,NA,Laramie,2016,9/1/1/2016,LR07,lgSMB,210,NA,NA,Hick,-25.5,NA
NA,11.3,-25.3,15.1,48.2,3.2,NA,NA,NA,Laramie,2016,8/29/16,LR07,lgSMB,216,NA,NA,Hick,-25.3,NA
NA,11.7,-25.5,12.7,40.7,3.2,NA,NA,NA,Laramie,2016,9/1/16,LR07,lgSMB,236,NA,NA,Hick,-25.5,NA
NA,11.9,-25.3,14.6,47.2,3.2,NA,NA,NA,Laramie,2016,9/1/16,LR07,lgSMB,239,NA,NA,Hick,-25.3,NA
NA,12.3,-24.5,NA,NA,3.3,NA,NA,NA,Laramie,2016,,LR07,lgSMB,240,NA,NA,Hick,-24.5,NA
NA,11.8,-25.2,14.2,47.4,3.3,NA,NA,NA,Laramie,2016,8/29/16,LR07,lgSMB,254,NA,NA,Hick,-25.2,NA
NA,12.8,-24.5,NA,NA,3.3,NA,NA,NA,Laramie,2016,,LR07,lgSMB,258,NA,NA,Hick,-24.5,NA
NA,13.7,-26.1,14.2,45.9,3.2,NA,NA,NA,Laramie,2016,9/1/16,LR07,lgSMB,274,NA,NA,Hick,-26.1,NA
NA,12.2,-25.5,14.5,50.3,3.5,NA,NA,NA,Laramie,2016,9/8/16,LR07,lgSMB,276,NA,NA,Hick,-25.5,NA
NA,12.9,-25.1,14.9,47.9,3.2,NA,NA,NA,Laramie,2016,9/1/16,LR07,lgSMB,291,NA,NA,Hick,-25.1,NA
NA,8.9,-25.3,12.8,42.8,3.3,NA,NA,NA,Laramie,2016,8/19/16,LR07,NRH,36,NA,NA,Hick,-25.3,NA
NA,11.6,-25.8,NA,NA,3.7,NA,NA,NA,Laramie,2016,,LR07,RDS,64,NA,NA,Hick,-25.457,NA
NA,11.5,-25.4,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,RDS,78,NA,NA,Hick,-25.4,NA
NA,11.1,-25.5,NA,NA,3.6,NA,NA,NA,Laramie,2016,,LR07,RDS,81,NA,NA,Hick,-25.256,NA
NA,10.8,-27,12.7,48.3,3.8,NA,NA,NA,Laramie,2016,8/19/16,LR07,SBK,37,NA,NA,Hick,-26.558,NA
NA,8.8,-27.5,13.5,44.7,3.3,NA,NA,NA,Laramie,2016,8/19/16,LR07,SDS,37,NA,NA,Hick,-27.5,NA
NA,9.4,-27.6,13.6,46.8,3.4,NA,NA,NA,Laramie,2016,8/19/16,LR07,SDS,37,NA,NA,Hick,-27.6,NA
NA,8.7,-25.5,13,49.4,3.8,NA,NA,NA,Laramie,2016,8/19/16,LR07,SDS,41,NA,NA,Hick,-25.058,NA
NA,8.8,-26.1,12.6,51.1,4,NA,NA,NA,Laramie,2016,8/19/16,LR07,SDS,41,NA,NA,Hick,-25.46,NA
NA,8.3,-26,13.1,45.6,3.5,NA,NA,NA,Laramie,2016,9/1/16,LR07,SDS,44,NA,NA,Hick,-26,NA
NA,8.3,-30.1,11.5,40.5,3.5,NA,NA,NA,Laramie,2016,9/1/16,LR07,SDS,46,NA,NA,Hick,-30.1,NA
NA,8.3,-29.2,12.8,46.2,3.6,NA,NA,NA,Laramie,2016,9/1/16,LR07,SDS,49,NA,NA,Hick,-28.956,NA
NA,9.6,-28.1,13,44.4,3.4,NA,NA,NA,Laramie,2016,9/1/16,LR07,SDS,58,NA,NA,Hick,-28.1,NA
NA,9.6,-27.7,13.5,46.7,3.5,NA,NA,NA,Laramie,2016,9/1/16,LR07,SDS,64,NA,NA,Hick,-27.7,NA
NA,9.7,-27.8,12.6,43.9,3.5,NA,NA,NA,Laramie,2016,9/1/16,LR07,SDS,64,NA,NA,Hick,-27.8,NA
NA,9.2,-28.3,13.6,49,3.6,NA,NA,NA,Laramie,2016,9/1/16,LR07,SDS,65,NA,NA,Hick,-28.056,NA
NA,9.4,-27.9,12.2,45.6,3.7,NA,NA,NA,Laramie,2016,9/1/16,LR07,SDS,66,NA,NA,Hick,-27.557,NA
NA,10.7,-25.8,12.4,45.8,3.7,NA,NA,NA,Laramie,2016,9/1/16,LR07,SDS,72,NA,NA,Hick,-25.457,NA
NA,8.1,-24.7,12.8,47.6,3.7,NA,NA,NA,Laramie,2016,8/22/16,LR07,SMB,47,NA,NA,Hick,-24.357,NA
NA,9.8,-26.4,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,SMB,55,NA,NA,Hick,-26.4,NA
NA,7.9,-25.6,12.5,49.3,3.9,NA,NA,NA,Laramie,2016,9/1/16,LR07,SMB,66,NA,NA,Hick,-25.059,NA
NA,12,-26.1,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,SMB,67,NA,NA,Hick,-26.1,NA
NA,8.9,-25.2,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,SMB,68,NA,NA,Hick,-25.2,NA
NA,7.6,-24.6,12.3,48.4,3.9,NA,NA,NA,Laramie,2016,9/1/16,LR07,SMB,71,NA,NA,Hick,-24.059,NA
NA,8.9,-26.3,NA,NA,3.6,NA,NA,NA,Laramie,2016,,LR07,SMB,76,NA,NA,Hick,-26.056,NA
NA,8,-25.1,12.6,49.9,4,NA,NA,NA,Laramie,2016,9/1/16,LR07,SMB,78,NA,NA,Hick,-24.46,NA
NA,9,-25.6,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,SMB,79,NA,NA,Hick,-25.6,NA
NA,11.6,-26.2,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,SMB,81,NA,NA,Hick,-26.2,NA
NA,9.7,-26.1,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,SMB,83,NA,NA,Hick,-26.1,NA
NA,10.7,-25.9,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,SMB,87,NA,NA,Hick,-25.9,NA
NA,9.3,-24.9,14.4,48.3,3.4,NA,NA,NA,Laramie,2016,9/1/16,LR07,SMB,NA,NA,NA,Hick,-24.9,NA
NA,10.8,-27.4,13.9,49.2,3.5,NA,NA,NA,Laramie,2016,8/18/16,LR07,STC,120,NA,NA,Hick,-27.4,NA
NA,11.2,-25.7,14,48.5,3.5,NA,NA,NA,Laramie,2016,8/18/16,LR07,STC,167,NA,NA,Hick,-25.7,NA
NA,11.2,-24.3,NA,NA,3.2,NA,NA,NA,Laramie,2016,,LR07,STC,170,NA,NA,Hick,-24.3,NA
NA,11.4,-24.6,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,STC,180,NA,NA,Hick,-24.6,NA
NA,11.4,-24.4,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,STC,182,NA,NA,Hick,-24.4,NA
NA,11.2,-24.9,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,STC,183,NA,NA,Hick,-24.9,NA
NA,11.6,-25.3,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,STC,188,NA,NA,Hick,-25.3,NA
NA,11.1,-24.8,15.4,49,3.2,NA,NA,NA,Laramie,2016,8/18/16,LR07,STC,191,NA,NA,Hick,-24.8,NA
NA,11.4,-25.1,14.4,47.6,3.3,NA,NA,NA,Laramie,2016,8/18/16,LR07,STC,210,NA,NA,Hick,-25.1,NA
NA,10.1,-27.2,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,STR,45,NA,NA,Hick,-27.2,NA
NA,9,-26.2,14,47.6,3.4,NA,NA,NA,Laramie,2016,8/29/16,LR07,STR,91,NA,NA,Hick,-26.2,NA
NA,9.3,-27.4,NA,NA,3.6,NA,NA,NA,Laramie,2016,,LR07,STR,93,NA,NA,Hick,-27.156,NA
NA,10.3,-27.9,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,STR,97,NA,NA,Hick,-27.9,NA
NA,10.4,-28.8,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,STR,97,NA,NA,Hick,-28.8,NA
NA,9.5,-26,14.2,48,3.4,NA,NA,NA,Laramie,2016,8/18/16,LR07,STR,110,NA,NA,Hick,-26,NA
NA,9,-25.9,14.1,47.5,3.4,NA,NA,NA,Laramie,2016,8/18/16,LR07,STR,116,NA,NA,Hick,-25.9,NA
NA,9.3,-28.3,NA,NA,3.5,NA,NA,NA,Laramie,2016,,LR07,STR,119,NA,NA,Hick,-28.3,NA
NA,9.3,-27.3,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,STR,119,NA,NA,Hick,-27.3,NA
NA,9.4,-27.2,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,STR,124,NA,NA,Hick,-27.2,NA
NA,10.1,-26.7,14.1,47.3,3.4,NA,NA,NA,Laramie,2016,8/18/16,LR07,STR,142,NA,NA,Hick,-26.7,NA
NA,9.5,-28.7,NA,NA,3.3,NA,NA,NA,Laramie,2016,,LR07,STR,143,NA,NA,Hick,-28.7,NA
NA,9.2,-28.3,NA,NA,3.3,NA,NA,NA,Laramie,2016,,LR07,STR,150,NA,NA,Hick,-28.3,NA
NA,9.5,-26.3,14,46.5,3.3,NA,NA,NA,Laramie,2016,8/18/16,LR07,WHS,157,NA,NA,Hick,-26.3,NA
NA,9.7,-26.3,14.4,47.6,3.3,NA,NA,NA,Laramie,2016,8/18/16,LR07,WHS,160,NA,NA,Hick,-26.3,NA
NA,9.5,-26.7,NA,NA,3.3,NA,NA,NA,Laramie,2016,,LR07,WHS,176,NA,NA,Hick,-26.7,NA
NA,9,-26.9,NA,NA,3.3,NA,NA,NA,Laramie,2016,,LR07,WHS,185,NA,NA,Hick,-26.9,NA
NA,9,-26.9,NA,NA,3.3,NA,NA,NA,Laramie,2016,,LR07,WHS,185,NA,NA,Hick,-26.9,NA
NA,8.7,-27.4,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,WHS,200,NA,NA,Hick,-27.4,NA
NA,8.7,-27.4,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,WHS,200,NA,NA,Hick,-27.4,NA
NA,9,-27.1,NA,NA,3.3,NA,NA,NA,Laramie,2016,,LR07,WHS,205,NA,NA,Hick,-27.1,NA
NA,9,-27.1,NA,NA,3.3,NA,NA,NA,Laramie,2016,,LR07,WHS,205,NA,NA,Hick,-27.1,NA
NA,9.9,-25.8,14.6,48.8,3.3,NA,NA,NA,Laramie,2016,8/18/16,LR07,WHS,248,NA,NA,Hick,-25.8,NA
NA,9.3,-27.4,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,WHS,251,NA,NA,Hick,-27.4,NA
NA,9.3,-27.4,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,WHS,251,NA,NA,Hick,-27.4,NA
NA,10.1,-25.4,14.2,47.3,3.3,NA,NA,NA,Laramie,2016,8/18/16,LR07,WHS,294,NA,NA,Hick,-25.4,NA
NA,9.8,-25.6,14.5,48.3,3.3,NA,NA,NA,Laramie,2016,8/18/16,LR07,WHS,307,NA,NA,Hick,-25.6,NA
NA,10,-26.1,14.4,47.9,3.3,NA,NA,NA,Laramie,2016,8/18/16,LR07,WHS,314,NA,NA,Hick,-26.1,NA
NA,8.7,-26,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,yoyWHS,69,NA,NA,Hick,-26,NA
NA,8.4,-25.9,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,yoyWHS,79,NA,NA,Hick,-25.9,NA
NA,8.5,-25.8,NA,NA,3.4,NA,NA,NA,Laramie,2016,,LR07,yoyWHS,81,NA,NA,Hick,-25.8,NA
NA,10.9,-24.1,15,48.1,3.2,NA,NA,NA,Laramie,2016,9/1/16,LR07,BNT,271,NA,NA,Hick,-24.1,NA
NA,10.9,-24,14,47.2,3.4,NA,NA,NA,Laramie,2016,9/1/16,LR07,BNT,302,NA,NA,Hick,-24,NA
NA,10.6,-26.4,15.1,48.6,3.2,NA,NA,NA,Laramie,2016,8/23/16,LR067,BKT,187,NA,NA,Hick,-26.4,NA
NA,10.7,-26.4,14.7,47.7,3.2,NA,NA,NA,Laramie,2016,8/30/16,LR067,BKT,205,NA,NA,Hick,-26.4,NA
NA,11.3,-26.7,14.4,46.7,3.2,NA,NA,NA,Laramie,2016,9/13/16,LR067,BKT,206,NA,NA,Hick,-26.7,NA
NA,11.2,-26.4,13.8,44.7,3.2,NA,NA,NA,Laramie,2016,8/24/16,LR067,BKT,209,NA,NA,Hick,-26.4,NA
NA,10.7,-26.5,15.2,49.6,3.3,NA,NA,NA,Laramie,2016,8/24/16,LR067,BKT,214,NA,NA,Hick,-26.5,NA
NA,11.2,-26.2,14.6,48.2,3.3,NA,NA,NA,Laramie,2016,8/30/16,LR067,BKT,214,NA,NA,Hick,-26.2,NA
NA,11.1,-26.1,15,48.9,3.3,NA,NA,NA,Laramie,2016,8/25/16,LR067,BKT,220,NA,NA,Hick,-26.1,NA
NA,10.8,-26.6,14.6,48.1,3.3,NA,NA,NA,Laramie,2016,9/13/16,LR067,BKT,221,NA,NA,Hick,-26.6,NA
NA,11,-26.4,13.8,46.5,3.4,NA,NA,NA,Laramie,2016,9/13/16,LR067,BKT,221,NA,NA,Hick,-26.4,NA
NA,11.5,-26.6,14.6,49.1,3.4,NA,NA,NA,Laramie,2016,8/30/16,LR067,BKT,222,NA,NA,Hick,-26.6,NA
NA,10.9,-27.1,14.3,47.2,3.3,NA,NA,NA,Laramie,2016,8/24/16,LR067,BKT,227,NA,NA,Hick,-27.1,NA
NA,11.1,-26.6,14.1,46.5,3.3,NA,NA,NA,Laramie,2016,9/13/16,LR067,BKT,230,NA,NA,Hick,-26.6,NA
NA,11.5,-26.9,13.9,47.4,3.4,NA,NA,NA,Laramie,2016,8/30/16,LR067,BKT,230,NA,NA,Hick,-26.9,NA
NA,11.4,-27,12.3,39.7,3.2,NA,NA,NA,Laramie,2016,9/13/16,LR067,BKT,232,NA,NA,Hick,-27,NA
NA,10.2,-26.2,14.3,46.8,3.3,NA,NA,NA,Laramie,2016,8/25/16,LR067,BKT,234,NA,NA,Hick,-26.2,NA
NA,11.7,-27.3,14.8,47.7,3.2,NA,NA,NA,Laramie,2016,9/13/16,LR067,BKT,239,NA,NA,Hick,-27.3,NA
NA,11,-26.4,14.9,49.1,3.3,NA,NA,NA,Laramie,2016,9/13/16,LR067,BKT,240,NA,NA,Hick,-26.4,NA
NA,11.6,-26.8,13.9,46.3,3.3,NA,NA,NA,Laramie,2016,8/30/16,LR067,BKT,240,NA,NA,Hick,-26.8,NA
NA,11.3,-26.7,14.7,47,3.2,NA,NA,NA,Laramie,2016,9/13/16,LR067,BKT,241,NA,NA,Hick,-26.7,NA
